|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
351||||Siemens Wind Turbine 11|http://example.org/windturbine_11|device|||||||||||||http://128.32.78.37:8080/activities/661f5d5ae01c485380d22aea6f574b78|||||windSpeed||||||deviceRecord|||||http://russet.ischool.berkeley.edu:8081/tim_testdata/data_turbine11_all.csv|||||2015-01-06T15:04:55.000Z||||completed|strongWinds||||||||||Mon 6 Apr 2015 01:53:10 GMT +0|||||||||||||||||add
352||||Siemens Wind Turbine 11|http://example.org/windturbine_11|device|||||||||||||http://128.32.78.37:8080/activities/521fff09fee74567a7a2001f2bffe016|||||windSpeed||||||deviceRecord|||||http://russet.ischool.berkeley.edu:8081/tim_testdata/data_turbine11_all.csv|||||2015-01-06T15:04:55.000Z||||completed|strongWinds||||||||||Mon 6 Apr 2015 01:53:11 GMT +0|||||||||||||||||add
353||||Siemens Wind Turbine 11|http://example.org/windturbine_11|device|||||||||||||http://128.32.78.37:8080/activities/6d7026347e584061839309b512d159c1|||||windSpeed||||||deviceRecord|||||http://russet.ischool.berkeley.edu:8081/tim_testdata/data_turbine11_all.csv|||||2015-01-06T15:04:55.000Z||||completed|strongWinds||||||||||Mon 6 Apr 2015 01:53:12 GMT +0|||||||||||||||||add
354||||Siemens Wind Turbine 11|http://example.org/windturbine_11|device|||||||||||||http://128.32.78.37:8080/activities/ee9d18f6fb6342cd8073835446f530f8|||||windSpeed||||||deviceRecord|||||http://russet.ischool.berkeley.edu:8081/tim_testdata/data_turbine11_all.csv|||||2015-01-06T15:04:55.000Z||||completed|strongWinds||||||||||Mon 6 Apr 2015 01:53:13 GMT +0|||||||||||||||||add
355||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/263611a2c041449789bf6b00b0e0d351||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 01:53:43 GMT +0|||||||||||||||||leave
356||||Anon|tag:4chan.org,OP|OP|||4chan.org/b/thread/604914676#p604914676||||||||||http://128.32.78.37:8080/activities/7c0ae83aa649441c8779c86cee2de5a9|||||||||tag:4chan.org/b/,2015:abc123/xyz|||||||4chan.org/b/thread/604914676#p604914676|||||2015-03-19T11:04:55.000Z||||||||||The mighty /b/|tag:4chan.or/b/|.jpg|http://4chan.org/b/||Mon 6 Apr 2015 01:53:44 GMT +0|||||||||||||||||post
357||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/21ffa5b8cfb74a168c3b198933c1dc42|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2015-03-19T11:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:53:45 GMT +0|||||||||||||||||post
358||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/c1784f2f29204c5493cb48401ed0a4f2|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2015-03-19T11:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:53:46 GMT +0|||||||||||||||||post
359||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/69c584d50f9743f3a264b4c13f4f9d1a|||||||||59851006|||||||https://github.com/glass-bead-labs/sensor-group/issues/30|||||2015-03-04T19:47:03.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Thu 19 Mar 2015 22:25:30 GMT +0|||||||||||||||||close
360||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/7c18f4dd353e4e21ba23ce98fb917469|||||||||62829863|||||||https://github.com/glass-bead-labs/sensor-group/issues/40|||||2015-03-18T23:54:25.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Thu 19 Mar 2015 22:25:30 GMT +0|||||||||||||||||update
361||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/9f442f6835ca46febadb14822bd0e686|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2015-03-19T11:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:53:49 GMT +0|||||||||||||||||post
362||||Erik Wilde|http://dret.net/netdret/|person|||||||http://strava.github.io/api/v3#Ride|||2015-01-05T19:08:39.000Z|||http://128.32.78.37:8080/activities/669773b036a04553b782e5a39dbf22b6|||||Time||||http://www.strava.com/activities/237180070||exerciseData||||Bishop Eastside|http://www.strava.com/activities/237180070/export_gpx|||||2015-03-18T03:08:12.000-07:00|||2015-01-05T17:33:40.000Z|completed|http://siemens.com/schemas/activity#Cycling||||||||||Mon 6 Apr 2015 01:53:50 GMT +0|||||||||||||||||exercise
363||||Erik Wilde|http://dret.net/netdret/|person|||||||http://strava.github.io/api/v3#Ride|||2015-01-05T19:08:39.000Z|||http://128.32.78.37:8080/activities/7e304e5d4a3a4c68bbbef03f5d652cee|||||Time||||http://www.strava.com/activities/237180070||exerciseData||||Bishop Eastside|http://www.strava.com/activities/237180070/export_gpx|||||2015-03-18T10:10:48.000-07:00|||2015-01-05T17:33:40.000Z|completed|http://siemens.com/schemas/activity#Cycling||||||||||Mon 6 Apr 2015 01:53:51 GMT +0|||||||||||||||||exercise
364||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/96e5e278c69243b1a80819d7591adba3|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:53:52 GMT +0|||||||||||||||||leave
365||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/5145ad6e592041e0bbb00cfa84ac1eae|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:53:53 GMT +0|||||||||||||||||leave
366||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/7aad89f1a5c943768933ce0bf15d3784|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:53:54 GMT +0|||||||||||||||||checkin
367||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/2e21bb0520aa489b91f9320c300b655c|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:53:55 GMT +0|||||||||||||||||leave
368||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/38d6fbef7e5a4dc1a3253ff82b724d34|||||||||59851006|||||||https://github.com/glass-bead-labs/sensor-group/issues/30|||||2015-03-04T19:47:03.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:41 GMT +0|||||||||||||||||update
369||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/70d79e2629f24ec6a890cd7633e8281e|||||||||57076355|||||||https://github.com/glass-bead-labs/sensor-group/issues/2|||||2015-02-09T19:20:08.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
370||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/c08a379e2bb144eaa3498d613bf6a682|||||||||57077185|||||||https://github.com/glass-bead-labs/sensor-group/issues/3|||||2015-02-09T19:26:23.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
371||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/2e73042beb804cf3afede7e207ecfe7e|||||||||57115144|||||||https://github.com/glass-bead-labs/sensor-group/issues/6|||||2015-02-10T01:00:33.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
372||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/7e72cc9abb87455f944e6cea383eed29|||||||||57215566|||||||https://github.com/glass-bead-labs/sensor-group/issues/8|||||2015-02-10T18:31:35.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
373||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/5b5c711814f24a1090f4a9a0666c95e9|||||||||58106605|||||||https://github.com/glass-bead-labs/sensor-group/issues/11|||||2015-02-18T18:21:45.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
374||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/4a09b74a0f354c29a78ca7a82727b29e|||||||||58107258|||||||https://github.com/glass-bead-labs/sensor-group/issues/12|||||2015-02-18T18:27:05.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
375||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/fb602bc51ace40bb9cb8fb3e0c12abc0|||||||||58108068|||||||https://github.com/glass-bead-labs/sensor-group/issues/13|||||2015-02-18T18:32:44.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
376||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/2130ee7d610546869b14422fc9cd5902|||||||||58113800|||||||https://github.com/glass-bead-labs/sensor-group/issues/14|||||2015-02-18T19:17:11.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:29 GMT +0|||||||||||||||||update
377||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/79b9ecb1e78b4e449c9dbc399d63a8bd|||||||||58167370|||||||https://github.com/glass-bead-labs/sensor-group/issues/15|||||2015-02-19T04:44:50.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
378||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/00c0c0fa3c54454e91d1c4675193266a|||||||||58778447|||||||https://github.com/glass-bead-labs/sensor-group/issues/16|||||2015-02-24T18:05:50.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
379||||davclark|120710|User|||https://github.com/davclark||||||||||http://128.32.78.37:8080/activities/97b788739e9a4186bd992b8453dba2ca|||||||||58818954|||||||https://github.com/glass-bead-labs/sensor-group/issues/17|||||2015-02-24T22:52:27.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
380||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/b112079922b7461ea6387f1786d553f8|||||||||59851006|||||||https://github.com/glass-bead-labs/sensor-group/issues/30|||||2015-03-04T19:47:03.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
381||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/122bba2cbd8a4791904f325604d4c2f7|||||||||59851530|||||||https://github.com/glass-bead-labs/sensor-group/issues/31|||||2015-03-04T19:50:31.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
382||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/28cdd4fc96c747d180cc5d7b5f4f5a3f|||||||||59851972|||||||https://github.com/glass-bead-labs/sensor-group/issues/32|||||2015-03-04T19:53:45.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
383||||postfalk|2914535|User|||https://github.com/postfalk||||||||||http://128.32.78.37:8080/activities/beeaa6a4452549c7ab43d54b1e230ab1|||||||||59852226|||||||https://github.com/glass-bead-labs/sensor-group/issues/33|||||2015-03-04T19:55:27.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
384||||KishPatel1996|7843344|User|||https://github.com/KishPatel1996||||||||||http://128.32.78.37:8080/activities/8c9692c7f63b489697258a9da8ae4f92|||||||||60001134|||||||https://github.com/glass-bead-labs/sensor-group/issues/34|||||2015-03-05T19:17:37.000Z||||||||||glass-bead-labs/sensor-group|30553333|repository|https://github.com/repos/glass-bead-labs/sensor-group||Wed 18 Mar 2015 01:02:28 GMT +0|||||||||||||||||update
385||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/5de1e894548346ef9fe547c340a7bdd4|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:43 GMT +0|||||||||||||||||post
386||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/0be88fd68fc44e9887dbd2652de045b6|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:44 GMT +0|||||||||||||||||post
387||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/3ebf9c6103f841e4ade15726d596ad7f|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:45 GMT +0|||||||||||||||||leave
388||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/094f38e05aa9408b97dd01c4edd97be2|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:46 GMT +0|||||||||||||||||checkin
389||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/35beaf7ecd394e16ba11cd15e9dbc5ec|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:47 GMT +0|||||||||||||||||leave
390||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/ebbaa07648994f5fb6f0f3c733818f2e|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:48 GMT +0|||||||||||||||||leave
391||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/8027efdda03244fa85079f9f4c02ebb8|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:49 GMT +0|||||||||||||||||checkin
392||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/8f66aac194374938beaf1bf1dca284be|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:50 GMT +0|||||||||||||||||leave
393||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/9f13612b5b6948a0b6b6171d7f551752|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||||||||||||||||Mon 6 Apr 2015 01:54:51 GMT +0|||||||||||||||||leave
394||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/96203ca2f02040e1b8babcfa9ca0b0c9|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:52 GMT +0|||||||||||||||||leave
395||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/72c24d2503424730b41d04b38b038099|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:53 GMT +0|||||||||||||||||checkin
396||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/7725d5a6ba3e4167b04cafaca6a16352|||||||rolling|Chair at 202 South Hall, UC Berkeley|http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:54:54 GMT +0|||||||||||||||||leave
397||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/11f4986ab1b64cae88490cf823064d2a|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:55 GMT +0|||||||||||||||||post
398||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/0dcd84008fbc490aaa276bf34598c992|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:56 GMT +0|||||||||||||||||post
399||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/e45c46e5309a4d42a691a1e1658414e1|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:57 GMT +0|||||||||||||||||post
400||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/d8eafe2c1b1d44ffbfb557659967a09b|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:58 GMT +0|||||||||||||||||post
401||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/45c43c4486a84d58b0f1a109cab57a9c|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:54:59 GMT +0|||||||||||||||||post
402||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/9d25d7e36c67466d9088bc35bc0af121|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:00 GMT +0|||||||||||||||||post
403||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/ea0a0c287adb4e99bff3e12cf9b11159|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:01 GMT +0|||||||||||||||||post
404||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/1d14898744ef4bb387e43b61e2de86fe|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:02 GMT +0|||||||||||||||||post
405||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/e6343e7b30904137b402c43198a4781e|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:03 GMT +0|||||||||||||||||post
406||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/15676a9c5ce64d379f1c5d7f7cfeeaf3|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:04 GMT +0|||||||||||||||||post
407||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/dd745679049e4a5c86d73db8e0499401|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:05 GMT +0|||||||||||||||||post
408||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/07e7a43996f24ca4a453a2933b5f7afc|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:06 GMT +0|||||||||||||||||post
409||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/f132b0c406734572881a5d74d38904de|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:07 GMT +0|||||||||||||||||post
410||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/f783d5b8539c4347bea8b6ccd5e12c3a|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:08 GMT +0|||||||||||||||||post
411||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/530de41293f14dfeb9d41547c5422018|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:10 GMT +0|||||||||||||||||post
412||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/9a5b1b2eb1294a61943fbaab89db48fa|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:10 GMT +0|||||||||||||||||post
413||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/388246b22e2d47eda1fcf6d2d85ce04d|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:12 GMT +0|||||||||||||||||post
414||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/9727af4808984d50b7de68b2249beafc|||||||||tag:example.org,2011:abc123/xyz|||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 01:55:13 GMT +0|||||||||||||||||post
415|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 02:44:16 GMT +0|||||April 05, 2015 at 08:08PM|||||||||||time|
416| sunset||||||||||||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 02:44:30 GMT +0|||| http://ift.tt/Ja6u9Z| April 05, 2015 at 10:34PM||||||||||| time|
417|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 04:23:18 GMT +0|||||April 05, 2015 at 09:45PM|||||||||||time|
418| weather value_type = fahrenheit value = 52||||||||||||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 04:41:56 GMT +0|||| http://ift.tt/Ja6u9Z||||| weather value2 = Fair||||||||
419|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 05:55:10 GMT +0|||||April 05, 2015 at 11:23PM|||||||||||time|
